Unit price,Quantity,Tax 5%,Total,cogs,gross margin percentage,gross income,Rating,Year,Month,Day,Day_of_Week,Branch_B,Branch_C,City_Naypyitaw,City_Yangon,Customer type_Normal,Gender_Male,Product line_Fashion accessories,Product line_Food and beverages,Product line_Health and beauty,Product line_Home and lifestyle,Product line_Sports and travel,Payment_Credit card,Payment_Ewallet
0.7181601426065471,0.5099302037590051,0.9196068488798472,0.919606848879847,0.9196068488798472,0.0,0.9196068488798472,1.238443414813962,2019,1,5,5,False,False,False,True,False,False,False,False,True,False,False,False,True
-1.5253031933114591,-0.1745398684007332,-0.9877295584981624,-0.9877295584981625,-0.9877295584981625,0.0,-0.9877295584981624,1.5295268103890953,2019,3,8,4,False,True,True,False,True,False,False,False,False,False,False,False,False
-0.3527811165524271,0.5099302037590051,0.07144605414678146,0.07144605414678158,0.07144605414678148,0.0,0.07144605414678146,0.24875986985850929,2019,3,3,6,False,False,False,True,True,True,False,False,False,True,False,True,False
0.0962136497169736,0.8521652398388743,0.6757798462835544,0.6757798462835541,0.6757798462835541,0.0,0.6757798462835544,0.8309266610087758,2019,1,27,6,False,False,False,True,False,True,False,False,True,False,False,False,True
1.1569590647302173,0.5099302037590051,1.2671254819827464,1.2671254819827462,1.267125481982746,0.0,1.2671254819827464,-0.9737903915570507,2019,2,8,4,False,False,False,True,True,True,False,False,False,False,True,False,True
1.1222176698632829,0.5099302037590051,1.239611097950503,1.2396110979505028,1.239611097950503,0.0,1.239611097950503,-1.6723905409373707,2019,3,25,0,False,True,True,False,True,True,False,False,False,False,False,False,True
0.4972501861157152,0.16769516767913598,0.45053787016866814,0.450537870168668,0.45053787016866803,0.0,0.45053787016866814,-0.6827069959819174,2019,2,25,0,False,False,False,True,False,False,False,False,False,False,False,False,True
0.675488646737378,1.5366353119986127,1.8286496269140724,1.828649626914072,1.8286496269140722,0.0,1.8286496269140724,0.598059944548669,2019,2,24,6,False,True,True,False,True,False,False,False,False,True,False,False,True
-0.7330483408024578,-1.2012449766403408,-1.004306547635601,-1.0043065476356008,-1.004306547635601,0.0,-1.004306547635601,0.13232651162845588,2019,1,10,3,False,False,False,True,False,False,False,False,True,False,False,True,False
-0.03142321403328479,-0.8590099405604715,-0.6112439186035535,-0.6112439186035536,-0.6112439186035536,0.0,-0.6112439186035535,-0.6244903168668905,2019,2,20,2,True,False,False,False,False,False,False,True,False,False,False,True,False
-1.5555131018914021,-0.5167749044806024,-1.0666838778950347,-1.0666838778950347,-1.0666838778950345,0.0,-1.0666838778950347,-1.439523824477264,2019,2,6,2,True,False,False,False,False,False,True,False,False,False,False,False,True
-1.1389939873454398,-0.5167749044806024,-0.8781847127548831,-0.8781847127548832,-0.8781847127548831,0.0,-0.8781847127548831,-0.10054020483165095,2019,3,9,5,True,False,False,False,False,True,False,False,False,False,False,False,False
-0.3293684374029712,-0.1745398684007332,-0.31119187037615487,-0.3111918703761549,-0.311191870376155,0.0,-0.31119187037615487,0.07410983251342891,2019,2,12,1,False,False,False,True,True,False,False,False,False,False,False,False,True
-0.4713550077287028,1.5366353119986127,0.5311157091202376,0.5311157091202376,0.5311157091202375,0.0,0.5311157091202376,0.7144933027787219,2019,2,7,3,False,False,False,True,True,True,False,True,False,False,False,False,True
0.5931666458570335,1.5366353119986127,1.735510873513,1.735510873513,1.7355108735129998,0.0,1.735510873513,-0.7409236750969439,2019,3,29,4,False,False,False,True,True,False,False,False,True,False,False,False,False
1.4367783429519378,0.16769516767913598,1.0883247099719726,1.0883247099719726,1.0883247099719728,0.0,1.0883247099719726,-1.439523824477264,2019,1,15,1,True,False,False,False,False,False,False,False,False,False,True,False,False
0.5006488008309589,0.5099302037590051,0.7473428792866715,0.7473428792866714,0.7473428792866714,0.0,0.7473428792866715,-1.3813071453622374,2019,3,11,0,False,False,False,True,False,False,False,False,True,False,False,True,False
0.6396143802986958,0.16769516767913598,0.5471800078719824,0.5471800078719822,0.5471800078719823,0.0,0.5471800078719824,-0.04232352571662398,2019,1,1,1,False,False,False,True,True,True,False,False,False,False,True,True,False
-0.03784281960652271,-0.8590099405604715,-0.613422852742753,-0.6134228527427531,-0.6134228527427531,0.0,-0.613422852742753,0.9473600192388287,2019,1,21,0,False,False,False,True,True,True,False,True,False,False,False,True,False
-0.5804883024737464,-1.2012449766403408,-0.9697853949988734,-0.9697853949988733,-0.9697853949988734,0.0,-0.9697853949988734,-1.4977405035922904,2019,3,11,0,True,False,False,False,True,False,False,False,False,True,False,False,True
1.1467632205844867,-0.1745398684007332,0.5238525953229066,0.5238525953229063,0.5238525953229063,0.0,0.5238525953229066,-1.264873787132184,2019,2,25,0,False,True,True,False,False,True,False,False,False,False,False,False,True
1.220022248890848,-0.8590099405604715,-0.18647993405609561,-0.18647993405609561,-0.18647993405609564,0.0,-0.18647993405609561,-1.0902237497871041,2019,3,5,1,True,False,False,False,True,True,False,False,True,False,False,False,True
-0.8486012411207391,-1.2012449766403408,-1.0304537573059935,-1.0304537573059938,-1.0304537573059938,0.0,-1.0304537573059935,-1.4977405035922904,2019,3,15,4,True,False,False,False,True,True,False,False,False,True,False,True,False
-0.7972443965348363,-0.1745398684007332,-0.5758682819906693,-0.5758682819906694,-0.5758682819906694,0.0,-0.5758682819906693,1.7041768477341757,2019,2,17,6,False,False,False,True,True,True,False,False,False,False,False,False,True
1.2445677996120512,-0.8590099405604715,-0.17814871528856852,-0.1781487152885685,-0.1781487152885686,0.0,-0.17814871528856852,-0.566273637751864,2019,3,2,5,False,False,False,True,False,True,False,False,False,False,True,False,True
-0.11638858191437407,0.8521652398388743,0.4833500548530826,0.48335005485308224,0.48335005485308247,0.0,0.4833500548530826,0.8891433401238023,2019,3,22,4,False,False,False,True,False,False,False,False,False,True,False,True,False
-0.8365172776887619,-1.54348001272021,-1.1709309229861427,-1.1709309229861429,-1.1709309229861429,0.0,-1.1709309229861427,-0.1587568839466774,2019,2,8,4,True,False,False,False,True,True,True,False,False,False,False,False,False
1.20831590931612,-1.2012449766403408,-0.5650163354934803,-0.5650163354934803,-0.5650163354934803,0.0,-0.5650163354934803,0.4234099072035891,2019,3,10,6,False,False,False,True,True,False,True,False,False,False,False,True,False
1.2343719554663206,-0.1745398684007332,0.5734126659399906,0.5734126659399905,0.5734126659399906,0.0,0.5734126659399906,1.5295268103890953,2019,1,25,4,True,False,False,False,True,False,False,True,False,False,False,False,False
-1.1624066664948955,1.1944002759187435,-0.3570776598957657,-0.35707765989576573,-0.3570776598957658,0.0,-0.3570776598957657,0.24875986985850929,2019,3,15,4,False,False,False,True,True,True,False,False,True,False,False,False,False
1.4522609210991584,-0.1745398684007332,0.6966719795005837,0.6966719795005837,0.6966719795005836,0.0,0.6966719795005837,-1.264873787132184,2019,2,25,0,True,False,False,False,True,True,True,False,False,False,False,True,False
0.8457970063568054,1.1944002759187435,1.687787943444653,1.6877879434446523,1.6877879434446525,0.0,1.687787943444653,-1.439523824477264,2019,1,28,0,True,False,False,False,False,True,False,False,False,False,True,False,False
1.0614202288461478,0.8521652398388743,1.5494042635060874,1.549404263506087,1.5494042635060872,0.0,1.5494042635060874,-1.0902237497871041,2019,1,10,3,True,False,False,False,True,True,False,False,False,False,True,False,False
1.5447787661252335,-1.2012449766403408,-0.488881813217925,-0.488881813217925,-0.48888181321792507,0.0,-0.488881813217925,-1.0902237497871041,2019,3,15,4,False,False,False,True,True,True,False,False,True,False,False,True,False
1.6520239415840308,-0.5167749044806024,0.3849135007998393,0.38491350079983927,0.3849135007998392,0.0,0.3849135007998393,0.3069765489735357,2019,2,6,2,False,True,True,False,False,False,False,True,False,False,False,False,True
0.47006126839376666,-1.54348001272021,-1.0231051951110466,-1.0231051951110466,-1.0231051951110468,0.0,-1.0231051951110466,-0.10054020483165095,2019,1,7,0,False,True,True,False,False,False,False,False,False,False,True,False,True
0.26236814690665927,-0.1745398684007332,0.023552227283202713,0.023552227283202668,0.023552227283202772,0.0,0.023552227283202713,0.015893153398402464,2019,3,10,6,False,False,False,True,False,True,False,False,False,False,True,False,True
0.19666159574528375,1.1944002759187435,1.0268018636886957,1.0268018636886957,1.0268018636886953,0.0,1.0268018636886957,-1.3230904662472105,2019,1,15,1,False,False,False,True,True,False,False,False,False,False,False,False,True
-0.028402223175290564,0.8521652398388743,0.5629879614308798,0.5629879614308796,0.5629879614308798,0.0,0.5629879614308798,0.3651932280885622,2019,3,23,5,False,True,True,False,True,False,False,False,True,False,False,False,True
-0.9649093891535191,0.8521652398388743,-0.2846601429164917,-0.2846601429164917,-0.2846601429164918,0.0,-0.2846601429164917,0.4234099072035891,2019,3,3,6,True,False,False,False,False,True,False,False,False,True,False,False,False
1.1724416428774378,-1.54348001272021,-0.9436381853284805,-0.9436381853284806,-0.9436381853284806,0.0,-0.9436381853284805,0.5398432654336426,2019,1,17,3,True,False,False,False,False,False,False,False,False,True,False,False,True
0.016535015837374347,-1.2012449766403408,-0.8346914783685111,-0.8346914783685109,-0.834691478368511,0.0,-0.8346914783685111,-0.39162360040678423,2019,2,2,5,False,True,True,False,False,True,False,False,False,True,False,False,False
0.5078236541186952,0.16769516767913598,0.4577155355683838,0.4577155355683837,0.45771553556838374,0.0,0.4577155355683838,-0.7991403542119708,2019,2,8,4,True,False,False,False,False,False,False,False,False,False,True,False,False
1.6248350238620823,0.8521652398388743,2.0593603004763605,2.059360300476361,2.0593603004763605,0.0,2.0593603004763605,0.3651932280885622,2019,3,4,0,False,True,True,False,False,False,False,True,False,False,False,False,False
-1.5219045785962155,-1.2012449766403408,-1.1828082502547197,-1.18280825025472,-1.18280825025472,0.0,-1.1828082502547197,0.13232651162845588,2019,3,16,5,False,True,True,False,False,True,False,False,True,False,False,False,False
